knee_angle,head_angle,waist_length,y
88.1527528274313,128.1358778742023,-123.5,0
37.29911645310762,128.05124536104134,-122.5,0
110.21761953627768,131.4986531253746,-68.0,0
109.42410685104093,129.78801802101933,-67.5,0
106.79293536226777,129.3510676970761,-67.5,0
102.86797982773635,133.36352356342675,-67.5,0
101.74499924805883,130.54033174431407,-72.5,0
96.27262884497156,132.54062042864427,-73.0,0
104.89909980003242,131.62074438825388,-76.0,0
112.82012400353591,132.0883271653138,-58.5,0
130.22948489742714,133.78027717181493,-60.0,0
98.33649779625529,131.12827941346197,-69.0,0
74.1167399334661,134.46844077724293,-77.0,0
63.21058629984949,132.51845384803593,-73.5,0
64.7570343881873,132.3903506201302,-72.0,0
92.7927023657133,128.29421258197218,-68.5,0
109.33135095440977,133.00662121529973,-59.5,0
108.54282988899575,135.70841248653542,-61.0,0
94.55075272921334,126.88953966753363,-68.5,0
81.26287460981767,134.29137903149427,-74.5,0
62.25672020432193,129.99032655820452,-74.0,0
64.71960563593892,130.61666074005737,-75.5,0
93.3015407990581,126.30361320436144,-65.5,0
128.18025470395227,135.70533414182168,-59.0,0
110.28650310541585,133.30800595316398,-59.5,0
98.29021290871526,133.51437548348525,-64.5,0
65.0837978247491,126.60868753734613,-74.5,0
51.90032816927729,130.8283685456214,-73.0,0
42.638625341824394,122.76194753517086,-71.0,0
43.683378522119405,122.63333123471241,-69.5,0
41.932580569456725,121.22934262188046,-71.0,0
121.42634216314025,128.94876218355762,-59.5,0
46.8580864796373,137.36174940900688,-58.0,0
50.049773514262824,138.86816627392452,-53.0,0
40.48575038291008,135.5779868248333,-56.0,0
52.39607655971267,131.5035158065346,-62.5,0
89.13194855025445,141.42037842704866,-64.5,0
93.47736497623532,148.76278028877155,-39.0,0
65.40867099564366,147.73920214279943,-50.0,0
51.51577200250318,135.0620371693518,-73.5,0
38.28388095404087,140.46567551307808,-44.5,0
48.99932613175485,136.96447665807656,-64.5,0
83.06379470359393,145.6713305157866,-57.0,0
97.97431571464608,153.38144027610215,-32.5,0
93.13010214120436,153.26935170795963,-34.5,0
60.26952596510238,147.33046421601432,-51.0,0
49.72048629512673,136.4087153559369,-70.0,0
42.083859165292886,135.9837674823525,-62.0,0
42.55437233244554,139.6396932133709,-48.0,0
54.139827547409865,146.53287212521775,-54.0,0
93.6665000615705,151.66908992052944,-30.0,0
94.21298181752434,154.12777428406952,-25.0,0
88.01178446906374,146.76456718269924,-50.0,0
56.455978433359974,140.24000858603782,-66.5,0
41.39638963119631,136.2709476863472,-74.0,0
44.85288305523553,139.250110625656,-66.0,0
51.62761038312189,136.66177759751767,-77.5,0
93.08780732752956,141.29981733859185,-56.5,0
92.62812545757623,152.13510555979335,-44.0,0
83.12415967919448,144.89288616978948,-59.5,0
59.42719250024191,137.96957132237176,-69.0,0
48.59237007433729,137.8544412992705,-63.5,0
47.33492775015108,138.09597359352307,-66.5,0
84.58623624622365,126.3150748411546,-85.5,0
98.71149713531396,124.5989884563898,-88.5,0
113.84780668828051,130.27289179705028,-89.5,0
134.24360371569185,132.46578796666122,-80.5,0
119.32952456419005,132.63020618302778,-74.0,0
99.91494567847495,132.84753157899803,-79.0,0
91.48792417106911,125.8787073347454,-82.0,0
112.19028889612254,129.0649532570432,-76.0,0
119.03939955820985,128.44082652338443,-81.0,0
114.19855822560959,128.30760571018303,-77.5,0
117.92621503189343,126.1193611434917,-80.5,0
112.46940075213152,131.02118291226572,-75.0,0
101.57754219227013,131.30985313592385,-69.5,0
99.34413002556829,130.56268418956955,-69.5,0
89.47436539354239,118.13208848474126,-77.5,0
89.47436539354239,118.13208848474126,-77.5,0
89.47436539354239,118.13208848474126,-77.5,0
89.47436539354239,118.13208848474126,-77.5,0
89.47436539354239,118.13208848474126,-77.5,0
54.73447075769625,125.83364204917368,-81.5,0
48.44819200651457,124.17236321161661,-76.0,0
93.61654092528505,122.92792487991589,-74.0,0
70.07690529260545,119.2765036839782,-78.0,0
51.321551395363635,115.6510392012734,-78.0,0
52.00140750297733,116.75508935349686,-86.5,0
74.74898100618904,126.95027326725929,-77.0,0
52.02335083916098,121.86791330094741,-82.0,0
52.587087129536286,122.58595501128143,-86.5,0
91.76248045594917,128.02422853385048,-74.5,0
91.66069567793062,137.11555381488003,-86.5,0
54.322761937704435,125.3423722036311,-91.0,0
50.43507465321851,118.71446975606587,-84.5,0
145.3077270529425,175.05128178134444,-44.0,0
81.46678482980413,135.8356976457944,-121.0,0
75.67281495170627,139.54532908412398,-121.5,0
75.3233435886169,132.6741408018374,-130.0,0
61.20781464216754,132.9170880234158,-137.0,0
86.72570028994862,135.1346549330802,-128.0,0
91.39401276168132,143.3521356176393,-120.0,0
87.5466546970135,142.93893127039783,-122.0,0
50.45808904085065,137.0798665312572,-130.5,0
50.09664753435974,137.3525893710536,-135.0,0
75.07797876725364,138.25497091878282,-123.5,0
101.11391348729171,132.87861521966684,-129.0,0
73.18145829294897,139.33048779652887,-124.5,0
48.02948610275907,131.96269640086234,-141.5,0
42.45173003832379,132.94267841552266,-134.5,0
85.20690789834234,131.31019663873167,-130.0,0
99.12480351391048,130.65455913897276,-129.5,0
93.47044786346856,139.9617115360675,-126.0,0
66.43186279153082,131.46510684081218,-137.0,0
50.4733213390569,131.79733766693792,-135.0,0
74.99471124555525,129.61342147105094,-138.0,0
98.72852033937068,141.53177152379,-126.0,0
97.86470949377008,132.60973078055673,-129.5,0
80.67351083731259,133.20373928897092,-121.0,0
59.863253031100484,130.23371253107533,-144.5,0
52.16746464666873,131.4634114374662,-141.0,0
82.07742178762807,131.60135927076345,-133.5,0
97.03929561765716,135.138137346069,-126.5,0
112.92295931452554,134.9439337479912,-121.0,0
99.14495947308262,133.29412268099546,-130.0,0
99.14495947308262,133.29412268099546,-130.0,0
115.97170960988382,121.44170389312558,-95.0,0
116.1844464449442,122.93366881769248,-94.5,0
112.44912451833304,114.60319819089602,-97.0,0
116.7179754923618,124.1307035232361,-100.5,0
116.7179754923618,124.1307035232361,-100.5,0
116.7179754923618,124.1307035232361,-100.5,0
116.7179754923618,124.1307035232361,-100.5,0
116.7179754923618,124.1307035232361,-100.5,0
116.7179754923618,124.1307035232361,-100.5,0
98.47071870225773,125.74477420791926,-97.5,0
98.23428357709707,124.70769638994629,-102.5,0
39.527866610551406,110.55956540919053,-101.0,0
41.366592244952535,110.83710481595664,-102.0,0
104.63509192594796,118.66050779022483,-97.5,0
104.63509192594796,118.66050779022483,-97.5,0
104.63509192594796,118.66050779022483,-97.5,0
104.63509192594796,118.66050779022483,-97.5,0
104.63509192594796,118.66050779022483,-97.5,0
102.49102078636616,123.87996620764731,-106.0,0
105.74611802302138,132.55077136412956,-93.0,0
41.85190390043724,108.91099049478882,-107.0,0
31.85302768338664,109.5309632164691,-104.5,0
84.5802898294318,111.38802424378619,-100.5,0
114.20748657489304,126.3714324328192,-101.0,0
102.44190577051734,129.8099771042154,-89.5,0
42.08427080135394,109.47655270052157,-109.0,0
44.15955516052721,109.45342147659989,-100.0,0
96.3378504988085,116.43356230363099,-96.5,0
110.4622715234222,129.07270583227768,-95.5,0
81.33959391223584,119.57354046597533,-99.5,0
34.96238285390022,108.67054348421792,-103.0,0
28.695679857757746,113.2864822908115,-98.0,0
89.22594584964497,134.01310315838347,-68.5,0
89.83319081858639,129.20099081429146,-76.0,0
99.18391925084434,133.259151932517,-67.5,0
98.2758928270752,120.17541397175326,-71.0,0
111.53626631647097,94.13290926809859,-62.5,0
101.57082213635408,99.893743121941,-65.5,0
150.42322677134774,80.42880909211941,-69.0,0
150.42322677134774,80.42880909211941,-69.0,0
150.42322677134774,80.42880909211941,-69.0,0
150.42322677134774,80.42880909211941,-69.0,0
150.42322677134774,80.42880909211941,-69.0,0
150.42322677134774,80.42880909211941,-69.0,0
77.79026322569483,128.20503687838138,-103.5,0
68.558385932559,132.7625719099207,-101.0,0
92.1952943924119,130.8295964442582,-107.0,0
112.03385892192671,133.20819466916575,-102.5,0
101.1257763238803,133.12973247666784,-99.5,0
91.72475480526376,139.75440948919433,-91.0,0
108.07934580999469,130.20479038987136,-105.5,0
99.57133650379149,135.7604266038621,-99.5,0
117.24180746159118,133.67174385390186,-100.0,0
115.9987645321039,142.03237117570322,-100.0,0
114.80316179968716,135.1492173011355,-99.5,0
105.70183595328155,115.46583137224837,-150.0,0
106.16066839297693,119.1466872375159,-148.0,0
108.05569232304802,121.23642598731386,-138.0,0
111.25180298223111,125.32731997492789,-137.0,0
102.62444102686356,116.82537798212168,-149.5,0
104.83993916191292,119.38159545974898,-148.5,0
118.64712855982282,125.93690427567087,-139.0,0
101.34909568016514,117.63272533402412,-149.0,0
108.6958844629867,126.60863460120379,-134.5,0
91.24155839696152,131.70052906884086,-135.5,0
90.19035072662975,114.76575973644665,-155.0,0
82.44812292827164,119.32444981822188,-151.0,0
81.84013581588563,112.91115139500096,-157.0,0
89.17101923966047,116.93342803029664,-144.5,0
111.29841166613099,112.82397466898124,-66.0,0
112.65746553295179,116.04974365479477,-68.0,0
113.47496782341165,132.42476319539168,-61.5,0
114.79391321016027,133.009113272214,-59.0,0
109.20425105829958,133.58274277899312,-64.5,0
61.5354267853967,128.851272134601,-79.0,0
63.82956126227446,128.0236490660755,-77.5,0
95.40821719580538,124.46215095648205,-72.5,0
108.78268094151991,130.78174389624664,-59.5,0
108.78305820480074,128.95981511835086,-58.0,0
102.2055036103472,125.56331061858911,-63.0,0
91.48577910967387,124.33472491264241,-75.0,0
71.95647654444569,127.08704703567963,-80.0,0
70.47430315352217,121.9620335030877,-80.0,0
96.42765105220104,121.89079180184572,-70.0,0
107.56021296918564,137.87643711168985,-61.0,0
104.6136167651729,135.67295738673002,-64.0,0
97.32655330020066,129.8111578660528,-67.0,0
81.06865023781438,123.85417441508426,-77.5,0
66.65703670941377,125.03433535681363,-81.5,0
59.95478375304523,119.3098237995548,-82.5,0
63.049224389461024,122.06265743990039,-82.0,0
95.31280636748619,121.24980128387801,-71.0,0
108.40742776960715,129.56305202529094,-57.0,0
106.46087240330348,128.21451614703534,-61.0,0
100.52064011441769,132.4364215642631,-63.5,0
90.62024030936801,124.03561385249023,-76.0,0
71.82914921225314,122.51089312374513,-76.0,0
89.43472624939675,121.47524034898403,-87.5,0
93.93967654547474,120.58420672309185,-86.5,0
68.68012636246931,128.46270190748058,-90.5,0
91.88405023109179,104.43312224281219,-154.0,0
60.73214603888115,120.73974915222243,-104.0,0
122.93255904354598,135.93615329496146,-94.5,0
107.17313128403589,131.00043048533354,-100.5,0
121.98853109567068,137.8902339957513,-97.0,0
117.2314159925728,139.88104834847613,-97.5,0
116.01359870468806,128.91834479410545,-98.0,0
130.8677183373792,133.75179362272127,-92.0,0
74.23543174357181,123.27379074940106,-97.0,0
132.89497673758535,132.57290810786205,-97.5,0
105.3448198591488,128.72191074387504,-97.5,0
57.656821888058744,101.18687832151289,-80.5,0
60.81326686193983,102.24226625055975,-84.0,0
63.09334173087423,101.7251120151651,-19.5,0
106.53037260829507,115.58783944425184,57.5,0
63.23490924418367,108.28612519812201,52.5,0
109.1496849887169,116.44085368614012,-144.0,0
113.20184226049562,120.76038830654952,-145.0,0
115.15029855084981,121.4910389696635,-146.0,0
51.920944636544135,115.99988302694567,-150.0,0
98.06192018144588,128.87971618099868,-132.0,0
94.89667116433236,120.7578102109276,-136.5,0
45.87467677112132,111.20935871761307,-153.5,0
48.41374070280812,115.58798229288773,-150.0,0
46.48419240229814,112.99424635176904,-149.0,0
92.80137092412787,124.12550706674573,-132.5,0
84.28343620259078,115.71911787370979,-145.5,0
45.27781978778769,111.16667793062105,-151.5,0
43.98649680962743,118.3945879654998,-147.0,0
55.716616028914444,111.79556566164739,-150.5,0
93.25030193660717,130.9120866776532,-128.0,0
65.95535568890328,112.59345172302208,-148.5,0
45.64346405216759,116.01558193015606,-153.0,0
46.94701635753428,115.12593097227541,-149.0,0
72.80994156256476,111.5644864127902,-149.0,0
108.24480865970853,113.35897277346831,-64.0,0
102.38123358728916,122.19488568083425,-68.5,0
98.87207473038791,126.3305961227694,-64.0,0
95.87728464989021,127.23241441088945,-67.5,0
93.64308947118616,124.23837405886913,-68.5,0
84.29986873982013,128.59559111405653,-76.5,0
97.69269239341531,125.70198314108802,-67.5,0
106.50705025143006,126.65412331357575,-68.5,0
85.9455858198067,131.89653338635117,-75.0,0
74.3872064768898,130.4560170358363,-82.0,0
92.52214106421962,123.34703396913098,-69.5,0
105.97584345596843,132.33219607878985,-63.0,0
99.42644508089688,117.83987613395902,-62.5,0
87.47270020650818,124.08705397875549,-70.5,0
69.81395907239535,128.02282944039848,-79.0,0
51.78778620600698,126.1565323113425,-79.5,0
56.83490336604778,122.23036843091064,-81.0,0
85.94690541774631,129.3938768794294,-72.5,0
104.50831141035621,132.32665236641319,-64.5,0
99.13239345429423,131.04932241402904,-65.0,0
100.64930592299584,133.32857000549066,-59.0,0
87.3617017648628,133.05799154235538,-64.5,0
57.97490133975889,122.8509144975919,-69.0,0
49.78589641778212,122.85981470099844,-62.5,0
109.43797063609895,125.35612147371899,-73.0,0
129.2802424704619,125.53767779197437,-76.0,0
127.09200173533114,129.59098849317198,-73.5,0
129.61320826266058,131.30131644114812,-75.0,0
98.41822918356137,125.42685896532632,-73.0,0
90.64839742134781,125.9071443140891,-72.5,0
91.7334841419474,122.33339804746832,-69.5,0
90.76442558849732,120.80387740367576,-71.5,0
56.00673190023763,120.8166718906115,-95.0,0
89.70852689187174,127.35073479044121,-94.0,0
53.70925873524227,118.81441725093917,-93.0,0
94.99001566433284,130.30120726059897,-93.0,0
100.19584073768078,125.48988557177216,-101.0,0
78.86571244295725,131.2561897025587,-94.0,0
74.11986122292473,112.3386518016092,-147.5,0
57.58445267014133,107.10719967738392,-155.0,0
50.294061645319005,110.64246196432562,-148.5,0
56.487702332243614,108.40333154690032,-156.0,0
103.85895639417095,122.02562222964056,-143.0,0
78.19882335875576,119.16734156396747,-143.0,0
55.49332010155219,111.56090330923423,-155.0,0
51.668866290296194,112.5152717923534,-147.0,0
70.15410117877848,108.60604511949089,-150.0,0
86.35017245031753,120.5884868819671,-138.0,0
65.33146712613129,110.85819978656879,-150.5,0
55.94242016115252,111.3733199377584,-150.0,0
55.59281421567107,106.75114351732219,-153.5,0
75.47685195213565,122.75831166952484,-144.5,0
76.45010374328541,110.6217926408476,-146.5,0
52.06919066389175,107.84152386183877,-153.0,0
46.77393000820125,105.65758515708849,-154.5,0
70.03273118327515,111.36674519878967,-147.0,0
55.52402163951492,116.78440802895076,-146.0,0
118.12317869118067,135.11084030100824,-60.5,0
118.76102668359329,134.87909820925285,-61.5,0
116.23449512789773,135.89517371021108,-63.0,0
112.18458707568868,128.86161689354833,-58.5,0
104.10424222488436,128.30189000534423,-62.0,0
88.68022241039716,124.9598639614883,-71.0,0
55.95629461764624,119.5344950044828,-76.0,0
44.35467916577133,114.76322802498463,-73.5,0
60.27893960933682,117.44345256494715,-80.5,0
97.69400885243459,120.45969105901233,-64.5,0
106.84443110489892,136.0506138967532,-56.0,0
109.78263547921651,134.60432212885198,-58.5,0
96.54131748428097,135.21313227405656,-64.0,0
77.79808375153637,128.69030004765875,-73.5,0
48.47605055835282,115.30494113113627,-70.5,0
49.53020476905878,117.32794196431747,-71.5,0
67.49447977607402,117.46126364547278,-83.0,0
101.85863824801623,130.60861628043696,-64.0,0
111.33545470807593,138.61620800576162,-59.0,0
111.72391997515408,132.55351580918725,-62.0,0
87.88268905407875,125.38519185236304,-66.0,0
57.93573965776519,126.16542981699985,-76.0,0
50.67369132713164,122.81773511853906,-74.0,0
78.8701553633754,124.19938194005368,-69.0,0
110.78185607498881,138.7360249042845,-61.5,0
129.39598882911528,139.71105859224156,-59.5,0
128.98404024928598,138.58009824080946,-61.0,0
126.17525780504963,139.22119748380553,-61.0,0
115.1946001592784,138.14323387902994,-60.5,0
105.36203570965381,123.59369806924049,-87.0,0
79.7415733770208,132.38444301262504,-85.0,0
90.57322529121846,120.29363745192705,-84.0,0
97.50711635900764,127.945584228364,-71.5,0
81.38894352461013,126.2916892839067,-84.0,0
79.0215912197802,128.5168719111532,-87.5,0
92.30817735145891,134.42374368473605,-83.0,0
169.77184838128946,73.30585510488307,-38.0,1
168.65284548868152,70.90515364944932,-40.5,1
166.59249156293683,70.90666377933618,-42.0,1
165.5404447327022,69.10626435401511,-55.0,1
159.34718090159285,72.39429057847919,-35.0,1
165.9888123850774,74.06367856432516,-38.5,1
165.9888123850774,74.06367856432516,-38.5,1
165.9888123850774,74.06367856432516,-38.5,1
165.9888123850774,74.06367856432516,-38.5,1
165.9888123850774,74.06367856432516,-38.5,1
165.9888123850774,74.06367856432516,-38.5,1
165.9888123850774,74.06367856432516,-38.5,1
153.46755882481523,77.1801964071438,-36.5,1
159.2219141410705,70.57726462163419,-49.5,1
166.32717375786606,71.09335998038529,-32.5,1
165.38503096646576,70.92776344506072,-40.0,1
160.03802209444913,73.34774491314514,-46.5,1
158.20721485007934,76.97856656890166,-41.0,1
162.4716270103387,84.07081370063838,-27.0,1
162.4716270103387,84.07081370063838,-27.0,1
162.4716270103387,84.07081370063838,-27.0,1
161.0862465043313,73.74309299293475,-41.5,1
163.6372382366379,75.0658570277393,-43.5,1
167.273927518516,80.8264645577181,-38.5,1
165.55109246394514,74.78592707913884,-35.5,1
163.73815105398916,68.70414327797532,-48.0,1
157.273352801938,73.0948537419603,-36.0,1
163.65449043206553,76.1138390160679,-40.0,1
166.6900713491718,76.93946604837377,-38.0,1
153.96545013959582,77.31775990751667,-42.0,1
165.65083218810403,79.95201065635555,-33.5,1
163.14599418202152,75.56056481925042,-31.5,1
157.56493431780518,86.20233240192383,-94.5,1
157.56493431780518,86.20233240192383,-94.5,1
157.56493431780518,86.20233240192383,-94.5,1
159.36647574784178,92.7399798899356,-73.0,1
172.78478268022837,92.59758173343954,-83.0,1
152.82824948820704,111.45368117859962,-76.5,1
158.20414673740044,96.26762125195687,-104.0,1
159.80544869533804,83.92086802533802,-91.5,1
164.24917503024605,86.42487247865657,-85.5,1
154.5512975029793,81.4391104288354,-99.0,1
161.03372996716257,81.2731597645087,-102.5,1
168.52588018030585,99.47826148433653,-89.0,1
160.99401580396318,90.1522978156641,-96.0,1
161.67254782301742,79.97432396158345,-87.5,1
159.1575376832825,98.78241686486786,-96.0,1
152.37131484148537,94.06572787573947,-147.0,1
152.69326614039167,89.45127207519126,-145.0,1
151.3344207517652,97.91152773091673,-150.0,1
151.3344207517652,97.91152773091673,-150.0,1
151.3344207517652,97.91152773091673,-150.0,1
151.3344207517652,97.91152773091673,-150.0,1
151.3344207517652,97.91152773091673,-150.0,1
143.83951248299803,94.12569643891608,-152.0,1
143.83951248299803,94.12569643891608,-152.0,1
143.83951248299803,94.12569643891608,-152.0,1
143.83951248299803,94.12569643891608,-152.0,1
143.83951248299803,94.12569643891608,-152.0,1
146.50575422337957,88.01849719938718,-146.5,1
147.8136013757273,93.88870195216327,-132.5,1
157.25412570894923,91.10682941490427,-148.0,1
155.0336288360364,93.9459722407846,-148.0,1
146.75428803980608,91.17858599920457,-151.0,1
152.79006227327685,93.81691462663693,-133.5,1
155.05044822797612,93.77928850068659,-138.5,1
150.77473795693885,98.72359623273388,-144.5,1
144.81478667205226,101.3186728852056,-141.0,1
144.81478667205226,101.3186728852056,-141.0,1
142.84247535509587,103.1618360441633,-141.0,1
149.08997570845116,92.14758542829851,-141.0,1
149.08997570845116,92.14758542829851,-141.0,1
149.08997570845116,92.14758542829851,-141.0,1
149.08997570845116,92.14758542829851,-141.0,1
149.08997570845116,92.14758542829851,-141.0,1
153.0380090836323,97.871304783662,-135.0,1
149.04047349962886,101.56480635055773,-147.0,1
141.37063249654614,101.69047192040193,-142.5,1
129.9592345718022,109.19322486694595,-144.5,1
145.09398389255628,102.55224430321584,-114.5,1
163.37854238211932,117.5913242691478,-86.0,1
159.78129594490076,110.36061561975846,-94.0,1
140.0340990623571,107.91054317408653,-90.5,1
154.85521436932103,119.48431613237395,-99.5,1
154.85521436932103,119.48431613237395,-99.5,1
154.85521436932103,119.48431613237395,-99.5,1
159.87394178374666,114.9537994742317,-107.0,1
158.94042668090037,122.19637093022064,-86.5,1
160.07671014137156,118.30400186680149,-94.5,1
153.34307966673043,108.10714529833426,-108.0,1
145.53627432885858,123.82334591080541,-97.0,1
154.92995798507965,108.39138931877325,-108.0,1
163.23159837713723,112.26173281285202,-92.0,1
163.95598368189022,118.4799792930232,-93.0,1
137.73761152370497,117.2783621352795,-110.5,1
133.4819159526308,126.82640756263706,-99.0,1
157.84320228090178,105.4973125278195,-112.5,1
159.43345802697874,109.87918701276361,-89.0,1
150.5583395590252,114.63392617528831,-81.5,1
150.5583395590252,114.63392617528831,-81.5,1
150.5583395590252,114.63392617528831,-81.5,1
150.5583395590252,114.63392617528831,-81.5,1
150.5583395590252,114.63392617528831,-81.5,1
153.39170673338648,119.95424374945713,-91.5,1
153.39170673338648,119.95424374945713,-91.5,1
153.39170673338648,119.95424374945713,-91.5,1
153.39170673338648,119.95424374945713,-91.5,1
153.39170673338648,119.95424374945713,-91.5,1
137.66130291714546,129.67028513048484,-75.0,1
148.70230015811978,105.93651362131577,-87.0,1
167.41148026422937,106.98077531062863,-96.5,1
158.6765668542178,98.96801222067977,-65.5,1
162.88681941130557,98.39898531769781,-61.0,1
162.4304805143585,96.25561405353055,-66.0,1
159.47879181403556,93.33633670221333,-66.0,1
159.15817609020874,100.7544440274179,-65.5,1
158.24068652201885,98.43401478990934,-63.0,1
157.42100790410996,107.28791395730995,-70.0,1
145.15730990527516,100.99348432941689,-70.0,1
146.8678764156385,96.62818649439305,-69.5,1
154.91130733703557,96.23481604676935,-69.5,1
159.19091542503395,85.42326586678598,-62.0,1
152.14126395827623,97.5231782388638,-66.5,1
154.5736301081047,99.9207116868218,-63.5,1
154.5736301081047,99.9207116868218,-63.5,1
157.04133416069718,97.60915136273128,-65.5,1
158.47769558630046,96.53073712278768,-68.5,1
148.30235768446175,103.97364894911543,-73.5,1
148.30235768446175,103.97364894911543,-73.5,1
148.30235768446175,103.97364894911543,-73.5,1
156.55276055110002,107.90628703170857,-63.5,1
156.46516012327962,95.03766180179845,-68.5,1
155.99526745394647,100.6788740447378,-59.0,1
159.35706833230716,100.02594261712612,-63.5,1
157.6775285282375,102.55333151112647,-65.0,1
159.20748748876738,98.17112668373701,-61.5,1
151.2647186750176,95.58452752082134,-77.0,1
146.2763016153235,88.6064953140212,-73.5,1
150.82897551037783,97.9418640946833,-75.5,1
155.36445202008323,94.15226989482134,-66.5,1
153.70268416162423,92.47102301102534,-57.0,1
161.90221350440572,98.50411108701681,-58.5,1
159.60122201401774,102.05168834582571,-55.5,1
154.0886851028511,103.87309745530376,-45.0,1
157.52056560289688,115.6403960246624,-50.0,1
151.8555201885717,100.54041598956354,-38.0,1
162.52441448634755,106.15487954359796,-17.5,1
161.44467974946693,105.8191188121751,-49.5,1
154.6813216304965,101.7897054193445,-34.5,1
156.43157754710884,99.81005142776746,-20.0,1
157.72111873295717,102.7718110064286,-34.0,1
157.95658232451163,88.01401224266785,-50.5,1
153.37772646891273,102.57914127911499,-17.5,1
163.0436110743731,103.3608259843059,-12.5,1
