0,1,2,3,4,5,y
177.49309124535225,158.43586501208426,172.05600274125393,153.6856718621797,169.4546689853578,158.40545511072804,0
177.55243748349466,157.17924816330404,171.9207353398191,151.7763449329466,174.43127541349304,157.6324983813869,0
177.62131508528645,158.4440005428145,169.53793270999142,151.50753788495763,179.64871206878902,167.58968953134178,0
177.7095610227309,166.50799390021126,171.04470685288916,164.29313299138556,174.05923136452728,166.77585545888817,0
172.51904571718046,167.72194479680675,172.74517105930968,166.1108037087381,178.08431928541296,170.2241863182055,0
178.92703835997986,168.1230212711236,139.79414540708848,154.09853615810778,122.0053832080835,153.99160135028154,0
156.7956996693514,125.42247062493851,170.34605028497194,115.94714199919301,163.92796630664657,114.93231137874258,0
157.49424681741792,118.19674560909186,158.81168927142647,114.69394076118567,158.88061853678352,115.7146606769441,0
157.96268095516012,120.10350004530002,164.77396925692238,108.92524843634496,162.25242283578314,120.22093888051916,0
157.4207705072491,122.23112159306527,167.51135043258952,116.48403190439251,162.59071350221882,119.31455628058632,0
156.18962074323517,122.33045459804453,162.68132677285408,114.80614312537384,156.32452924980055,120.26389842069736,0
156.96978039430354,118.62930982304363,153.61629748711565,148.59094844784133,160.20100402482464,144.76174379535814,0
162.15255139713088,142.55554000169738,158.25842689263936,145.6863040784082,174.0938588862295,153.49710194025172,0
166.94755670377202,150.17252032753436,158.6346734451465,147.9487923979177,170.99724752320216,156.519116319852,0
170.7018908379633,158.15319404641284,171.7714325879923,154.02611814657203,171.61399221298484,156.08257848821424,0
168.22203330391065,154.33082232036637,168.97061477652028,152.69797392914376,172.38071792321654,151.996464449327,0
173.08341484770435,153.11002349990054,165.2423766197912,151.60277848604431,167.38244323401685,155.65471027082887,0
178.68166981220136,155.92818159067625,173.43153942393664,153.81477249587667,160.1532213149866,137.01991492516305,0
159.8586282618943,136.8791565517608,157.23684805001412,135.8687989648697,156.3083089933415,137.8304471560714,0
163.22772615242283,141.1264646479764,159.41754003895716,133.0474909506004,157.27116497473597,133.25933820649223,0
153.8999333304813,150.01836063115067,152.59069010219596,149.08100578656416,159.606834870729,162.15902868142862,0
155.89432356015317,161.32150356021347,165.1227335847687,159.83108253456749,138.16236455737732,158.21678542555264,0
139.2769789269809,155.89094919455977,138.22894032336282,160.01905737943267,145.77582309073455,160.94482339354875,0
146.38347695606885,160.96924267585192,137.86749702762114,157.65347936454933,163.1041563629987,145.08028228657386,0
163.0021545654183,150.85785502492658,166.38532756010764,141.31129618232282,166.489946993829,142.32150002872234,0
168.92308887020064,151.8242488632841,161.06735605511878,136.78991060824606,165.54209597774582,135.60343451724472,0
148.46103625229625,162.50589806421544,146.98698686052674,161.3310037851754,165.04568475081732,160.64228264669083,0
153.66090510143343,163.29016340689833,137.74548768407408,163.32335975131878,159.7292764365323,147.45855212135535,0
164.69425175532209,150.1318533776623,163.32575028798337,154.81340822927692,166.66952277782818,155.37008496963827,0
157.6224369182103,156.54685188535888,160.82374097477575,162.84757825978815,166.79431571364714,152.13580717840483,0
169.28840563918433,144.92685993119096,171.95448658567958,136.678656807267,165.04028395380809,160.68672276804236,0
168.44831461671168,161.65547647901963,172.1304747803485,139.7206302129574,164.60270843858524,162.45547492186327,0
165.0633257002261,163.26768347211473,155.7689060557614,161.5658126536208,168.3584856102999,156.88492268118978,0
170.38688421118923,162.54148314288648,161.30461760926462,157.73495353564797,163.81915475186597,161.28777992152988,0
165.70516998566941,161.77476316887177,159.9253814244774,157.26250129329804,162.14672822734406,160.59314814680474,0
165.0693907377584,159.863089955072,166.46855457779037,159.0582316719771,168.19949734501694,165.13718855173312,0
172.5466235742777,161.5236621121077,171.55498329831005,136.10695576192566,176.11727543117047,150.71047529227957,0
177.5040771957637,155.81167035279816,179.0588259431455,148.13167154154218,177.19657509702367,160.30190617200478,0
170.74589398167706,143.9888992016537,157.40932588880273,158.5866855178309,170.64268996756797,152.87228713695404,0
172.00313595093326,151.73520398276307,154.447578700701,142.2182359798479,159.66588231711526,153.2020605753369,0
163.87644147331346,153.5126906741455,124.62875230205569,154.36512100452967,170.87662386978147,158.1443635544634,0
177.0361261000913,162.70355052243596,127.38090852124776,155.90336607679308,159.50800999795652,158.51328601233584,0
157.3448362700481,158.82779704070148,128.6657435115187,156.88492439104064,160.10736765780513,160.91680077016412,0
167.47264376312472,157.760258868832,164.0492461819911,159.1974781366634,145.83299861876958,158.2313103570765,0
147.98905080934298,157.63233277510278,152.28881727063475,157.0515033827211,147.55001789309617,169.90502724280154,0
143.4654354015248,171.49298131859558,146.51729596898988,170.28808943953604,164.15171399365556,171.14036118559997,0
164.53327091821583,172.04279120746747,141.3797980118381,164.0795947075803,132.55680922742172,147.9678472348332,0
134.26223018946507,151.61284443894994,135.50200731708526,151.02765334924263,133.14397466815058,152.40253192690324,0
132.80112215783132,151.31631513670865,136.40054389591322,155.82208983201232,119.93644010146599,160.48633596652607,0
121.99106444463496,162.82066516024344,115.51182645876534,158.54061108417733,144.94060611490582,150.2033875161852,0
146.85319542015404,154.5569214565715,145.86920850047406,143.3398596513482,149.39996554281993,158.16949159308604,0
148.30679220857036,154.9795026863668,135.83927454981162,147.40589605215172,143.91952231874907,159.44900109490334,0
139.59592700066017,161.0262045687456,137.34108690520503,152.87269610290173,140.43036928036466,164.6868042729686,0
141.59461866595032,162.9012649123909,140.7483437417655,157.17347675296796,144.66451054309738,161.01116854772854,0
138.82016116043712,159.87092078638756,156.41114261585017,157.43533811577896,145.3781885906192,164.06097649924408,0
146.2078657565204,157.37539398622667,149.01922209771354,160.34471695408962,137.5804891428589,123.11529803158805,0
166.92962295369733,168.7109354667379,149.45659485221054,160.8320022218438,164.51783567819578,165.40892841906992,0
168.4548258706768,164.66150986708655,145.32732715536278,169.93792764118672,155.38502828191804,168.89265783502307,0
156.24581105572932,171.44608083941975,166.49656118767112,153.79473635816046,164.4024931847142,169.1769887737929,0
164.04414873563894,170.5009739240924,153.01720797297008,166.7836759362094,172.1569413587858,162.67144152425067,0
173.58939533266172,160.93934093424173,177.69647698065702,164.79214383963162,173.00306843307555,162.14545166608076,0
172.63292059781858,162.91058903909368,167.13554384141395,160.8205265240683,170.1208471147404,161.7219545472793,0
170.08247972774333,146.85171643404126,172.31447285161838,152.508162668484,163.51896630182478,150.54403020270414,0
167.47290811863903,147.11119253404618,170.9017330148468,149.06800974420207,166.39409397133755,150.94355810367838,0
162.21758867665167,148.81520014235966,138.1570300769492,161.7201858041745,141.69603843337964,162.94708260675992,0
145.86083092489093,160.510805355905,133.47181474738989,155.87911303926205,165.94169423839568,158.04213665769024,0
165.49983323344745,156.6098516912968,125.03344092837762,156.28106380113323,163.37216885484906,163.1739953986787,0
166.6900713491718,108.03311919118501,163.14599418202152,102.28490526844602,174.8424784098902,154.4203928064866,1
175.01170022602713,152.39154002341851,159.36647574784178,125.44669279921091,152.82824948820704,133.08316837349915,1
164.24917503024605,115.76280614910965,146.50575422337957,121.58619699842336,155.0336288360364,118.41750917457892,1
144.81478667205226,125.65500198609105,149.08997570845116,124.4870324194368,154.85521436932103,132.02107470482807,1
154.85521436932103,132.02107470482807,158.94042668090037,143.577258225183,157.42100790410996,121.74879370683351,1
145.15730990527516,122.22676595348585,159.19091542503395,123.92811150432134,157.04133416069718,123.9051485345476,1
158.47769558630046,121.49529392474102,155.99526745394647,128.3964625096639,151.2647186750176,127.37988941674186,1
146.2763016153235,123.07969523837198,155.36445202008323,128.3811579058056,171.08507304285212,164.90902980511964,1
170.19508492721187,166.00866237073365,159.60122201401774,131.69583791354293,162.68111555759384,152.2891859847469,1
169.06685308177498,160.29353554404352,151.8555201885717,133.80963966466703,162.70022189978965,151.42458732478204,1
162.71064048738205,160.4741641384401,154.6813216304965,141.04966714474799,146.54515671206795,159.02979425533564,1
153.03595626591527,152.53384778428548,153.37772646891273,135.61348997630148,152.2846614728476,153.97889958589488,1
153.20708085317432,156.91441748215578,155.13031202604125,114.15470635246012,166.49874272034083,121.29848950765346,1
167.48251668629607,115.29749644685172,156.5570792850377,118.81749521165052,172.50514617134542,121.7733296807512,1
160.75869668928146,115.8547418319278,156.75150028337146,120.24224215692077,154.43770521059983,119.72487451803839,1
157.5971330390911,116.07489011654191,152.43314117090068,121.09414332149105,147.35158177237832,117.2206119408378,1
175.48601154199872,122.11717970915664,144.3878828184,119.9811512134161,101.34627228702038,110.63754698468783,1
101.34627228702038,110.63754698468783,148.18400407288013,112.71402276140849,116.78296194355866,113.13569725733585,1
173.4498305630642,129.90805316497884,157.28449150345944,135.56517815269564,152.01922180495475,127.94262190843551,1
152.01922180495475,127.94262190843551,161.84778415527612,132.49086194975624,152.41819820288205,126.20424448503186,1
152.646750506249,123.82223748649449,151.47667859268236,128.8166311300504,150.91376900363528,129.76748482943742,1
21.892905010405705,132.75802161022378,142.3287624132964,122.66985924609858,41.66189464872164,113.37680387209537,1
39.17546948466637,118.52375384737599,152.6601327541623,119.25041555031484,149.17233770013195,132.09880453371008,1
170.55274934852534,142.68126857598247,143.26655110599248,119.9986815395285,129.24809618074542,118.47662442211929,1
125.66484190813173,115.58726620828037,139.83976063273886,119.7229765501788,133.25225656409927,115.97439396243132,1
48.37780196416594,126.26755370679915,140.74072472637087,127.88218191474554,151.80929462542292,123.11338452824072,1
139.1732580041087,126.53424534064578,153.29179605748337,119.51046147020674,139.546483382718,130.06573781168638,1
134.97296944082606,125.36372494264326,153.95207689250898,128.97625320873826,148.04294560393546,122.902072067156,1
128.64760048009725,132.7130945056987,150.45450739213535,123.10664111821362,179.29406291370435,126.54707658047492,1
175.4401699834614,128.48263799311522,155.13322402700425,118.72883805627798,155.92587964351918,112.16905779157509,1
164.90558761649186,122.7396582169021,159.84698419864773,118.69033753448818,161.06497405757423,125.93979498598358,1
150.372186439363,121.40661364136476,150.7669915673659,123.36636600105957,169.97793222748456,125.53140430250936,1
131.63429614610578,120.09560818396888,148.26153209565567,122.71815532827475,179.3788623128048,122.49441103171579,1
177.27691436742487,145.96632025747076,141.2529955741893,122.63019959636355,157.16634582208243,129.25934918689234,1
154.19178431908034,118.88676677402901,137.42454946168417,116.9395931679803,143.04750397863253,130.5900314685203,1
164.9430078814262,134.04196589132403,151.81209541632418,116.87297453656824,133.41806634305223,112.79920316893785,1
130.15439953426417,117.62997592215584,139.3582217776413,118.61765024571636,99.90650875940858,116.75623248337554,1
116.08327931325644,117.42332431938142,145.25126889376963,122.61016272532078,103.03455807475511,112.98871680208066,1
104.26394635514744,116.46357729413562,146.83889873575242,125.21131776099881,40.08660461518428,130.7714003714971,1
41.23040058912227,130.49865093626445,156.2150636446497,125.66926366431898,159.22976178403292,121.35917088736662,1
152.34822792183706,122.86465031243218,155.26709432335934,119.71181030007268,148.0772946270464,115.27166021424762,1
143.20511315072423,122.67480555430865,158.86580561605234,130.01260656664343,151.31808652169423,121.98224427487948,1
152.5102212046491,135.6155196650407,153.2930107660121,128.59736736826795,174.96595763921235,118.53816655960028,1
176.0460766245681,115.01419996545194,153.05750006655484,119.7006394701736,170.47997813422586,116.27308451654142,1
173.9635407097145,120.59390951669725,156.3481338427433,115.47761499641081,179.30815249546407,120.81554298563954,1
176.61049173995917,120.3476966236743,159.64976163157505,117.55657392844073,179.2132702885559,119.64598706365112,1
174.89198877070382,122.13594533551738,159.33453426178147,118.01097413405203,167.77325724340983,120.56046480595593,1
175.64206543916205,112.76737318713796,147.4367297699502,113.58165114484989,128.11076742097484,117.81845325899936,1
128.53034230191065,112.35293732736895,139.78938053015963,122.82818638499418,126.10427822917269,117.96917227793605,1
120.70531543857075,115.97674912390251,143.45349578108247,122.30282757674127,133.11669370638495,116.1900656304136,1
114.51470700101855,114.76964351622354,125.2129751423262,125.92143999081532,34.917562239721654,127.72300581253431,1
39.542776006308024,127.92184070704161,139.92667596471833,155.3379670230972,131.1714522709272,113.46430572078576,1
125.27364381071527,126.33987573085494,149.61715577717553,116.51051494805661,116.7313664705152,119.73955443013783,1
116.34788738556206,140.61092272409886,133.0709876788863,127.08802773226276,107.69449532031885,122.861804129557,1
107.67578226975517,128.33677037787936,133.90093892309366,122.02286446103682,175.82923300039062,117.37023614979407,1
173.8652543810691,117.96041579670948,163.51554681046431,108.31966571991626,179.16257518712894,125.89823210226187,1
178.6406942139314,118.28747239471112,157.97870647438916,117.14097595178448,175.9757715317273,114.52854116033413,1
172.44303008312386,116.5543556798132,158.30816992394344,106.69994810037828,152.8298938853857,113.82992341329239,1
173.3407927338632,115.69114402261336,156.42677956889102,117.40945664015261,148.64103995090505,118.49462627166288,1
87.10500198126117,145.1755108430432,111.80140948635182,147.55356907357756,117.30890486184887,142.57840360781344,2
117.63285225945035,144.53054768127288,113.70288093537948,146.36824247436465,114.37021014880204,144.668569623565,2
113.02350096595933,144.517421350721,120.73101758982628,151.99918056307152,113.21419818951195,144.77267805324067,2
173.66231466769236,159.69815656829732,138.1814889278133,139.99411679406035,85.93538436006442,130.20986927763678,2
81.80748396735801,131.17600478235943,112.82012400353591,155.03398624893683,63.21058629984949,147.66105393596234,2
64.7570343881873,148.62428891381816,109.33135095440977,151.5855455704464,62.25672020432193,147.46361278082847,2
64.71960563593892,148.46917578956015,128.18025470395227,154.67262805459285,46.8580864796373,157.53851515910318,2
50.049773514262824,158.7789146594791,103.583574044047,164.64264575502628,48.59237007433729,162.01817179670198,2
47.33492775015108,161.79258050893287,113.65421335091023,143.72532212383047,98.71149713531396,140.35995374102026,2
105.71325957455005,144.15945693941725,132.5357067282678,147.0844338471012,126.01172851582272,139.2339786658815,2
125.49681576711448,141.10354345264653,134.19046971029323,143.12219348823712,152.01983807591643,143.01288965275697,2
135.47050347718687,142.45627872806855,128.77686263259577,143.49976120114525,138.59811861433482,144.60469013221604,2
177.11366887081894,153.06012196778104,101.57754219227013,147.1542001224013,48.44819200651457,139.44883288333708,2
52.587087129536286,134.29976761338855,91.66069567793062,133.5243976670639,50.43507465321851,136.542919196487,2
121.64465903709257,169.32017274479747,110.04944806854812,139.3263502167778,41.3653026281483,138.9381586240861,2
43.310810271229975,150.63455540447674,97.86470949377008,137.1403941310078,59.863253031100484,139.69325838542233,2
52.16746464666873,139.6807129661008,116.7179754923618,130.0253682582422,39.527866610551406,129.50573475537595,2
41.366592244952535,129.83711120771477,102.49102078636616,128.23002907541905,41.85190390043724,125.64201316824075,2
31.85302768338664,129.53837859916945,114.20748657489304,131.7362791283256,42.08427080135394,129.34101775111614,2
44.15955516052721,129.87928521058717,110.4622715234222,135.312519334367,34.96238285390022,130.6452949789989,2
28.695679857757746,131.53751556381283,89.22594584964497,147.7805110476033,150.56337372390703,141.32488400571225,2
145.404191122883,149.63387507293612,118.52649937147243,140.25198366438116,83.83606675780136,129.36054560876406,2
78.38455620874637,134.79604752631943,111.29841166613099,132.5578593356056,61.5354267853967,148.57683074609014,2
63.82956126227446,144.1835128295809,108.78268094151991,148.94239188857162,59.95478375304523,143.93089626574715,2
177.4968066468718,148.37296793596815,108.64468695836806,147.6103301820294,115.94140829186625,145.42811633723505,2
175.286047333007,157.92513845552702,125.81699377401642,138.0036399382815,152.1244896134725,144.40733587220691,2
163.55519355224783,150.7246705432257,129.46405207718888,139.94046133098408,157.17917838258077,148.34610900085335,2
141.5069426706625,147.5688851096338,124.31821787421231,150.10227637575892,171.20569340635183,149.25736760347303,2
179.68385741543634,150.71602511359487,98.06192018144588,147.58320085537625,45.87467677112132,131.13926737511673,2
48.41374070280812,131.73561679596716,93.03779992164039,139.41515925710857,45.27781978778769,130.58471120711354,2
43.98649680962743,136.24496928826272,93.25030193660717,146.33636366579447,45.64346405216759,135.86641077110465,2
46.94701635753428,131.14547157428177,105.97584345596843,147.75197892347288,51.78778620600698,150.67932937427804,2
56.83490336604778,141.19770692381792,104.50831141035621,147.29385949228165,36.9764067956001,138.88661609045369,2
35.30126984122194,139.2708373904349,117.46751182674089,144.95413564336104,126.88773820842437,138.23892097904755,2
178.41804878322642,140.32632224094132,128.5461894848375,141.81735099410488,148.507838875273,142.80942036965524,2
179.85303423342305,141.37818628908937,132.82620381615956,145.43747535111817,155.4495476107926,144.81233967357966,2
177.1125282636148,146.7158917997388,127.09200173533114,139.68897594769152,175.87922637328558,144.87479164333183,2
179.30405634163372,144.09184633036818,78.19882335875576,134.8766508267047,55.49332010155219,128.5206837593795,2
51.668866290296194,130.13388945849442,86.35017245031753,132.52771524490208,55.94242016115252,130.15776332494494,2
55.59281421567107,127.45699478969169,75.47685195213565,135.75608648831374,52.06919066389175,130.67040894141323,2
46.77393000820125,128.29813533349022,118.12317869118067,151.95115318638406,44.35467916577133,144.49098912834697,2
48.47605055835282,149.59697966532542,101.85863824801623,147.59545651140456,46.46023342466752,147.63627915077825,2
179.29268063145577,144.21225624870206,111.14621312262318,138.77655421567428,116.69601273075341,136.21023058522258,2
176.79333502254025,142.6269207165134,110.14483236434108,139.18762108478748,178.01953319425513,144.323591778138,2
164.0516006246735,143.49100669345606,126.5475279536602,145.04701854305586,172.42576963339357,142.62671788260224,2
178.77415023300867,140.67741666204532,104.8255577587168,146.75867507580978,179.59319072990974,145.6398369517957,2
